,name,start_pos,end_pos,tag,score
330,the Working Classes,57191,57210,ORG,1
331,Jews,57252,57256,NORP,1
332,this morning,57532,57544,TIME,1
333,London,57759,57765,GPE,1
334,Balham,58842,58848,GPE,1
335,the day,58894,58901,DATE,1
336,Elizabethan,59216,59227,ORG,1
337,Elizabeth,59242,59251,PERSON,1
338,the Romantic Movement,59279,59300,ORG,1
339,Comice,59486,59492,ORG,1
340,earth,60256,60261,LOC,1
341,Daydream,60406,60414,PERSON,1
342,Wit,60424,60427,PERSON,1
343,Hegel,60462,60467,PERSON,1
344,London,60648,60654,GPE,1
345,the last sad day,60731,60747,DATE,1
346,night,60992,60997,TIME,1
347,éclat,61140,61145,PERSON,1
348,the Mayfair Jezebels,61217,61237,ORG,1
349,prodigious abstinences,61648,61670,PERSON,1
350,Aztec,61922,61927,NORP,1
351,Mexico,61948,61954,GPE,1
352,Sun,61991,61994,PERSON,1
353,first,62250,62255,ORDINAL,1
354,Jeremy Bentham 's,62416,62433,PERSON,1
355,Benevolence,62672,62683,PRODUCT,1
356,Love of Ease,63044,63056,WORK_OF_ART,1
357,vociferate,63126,63136,PERSON,1
358,Parrot,63143,63149,WORK_OF_ART,1
359,Universe,63337,63345,ORG,1
360,a teaspoon,63517,63527,QUANTITY,1
361,Sahara,63748,63754,LOC,1
362,all day,63823,63830,DATE,1
363,Pure Reason,64042,64053,PERSON,1
364,years,64098,64103,DATE,1
365,Time,64167,64171,ORG,1
366,only half,64468,64477,CARDINAL,1
367,Descartes,64883,64892,PERSON,1
368,Bradshaw,65109,65117,GPE,1
369,Masterpiece of Nature,65178,65199,WORK_OF_ART,1
370,Universe,65351,65359,ORG,1
371,Esplanade,65469,65478,LOC,1
372,Alp,65482,65485,LOC,1
373,Occultisms,65755,65765,ORG,1
374,Beyond,65797,65803,ORG,1
375,supernaturalisms,65851,65867,ORG,1
376,this morning,65992,66004,TIME,1
377,TAM HTAB,66090,66098,ORG,1
378,Belshazzar,66193,66203,PERSON,1
379,One Autumn,66510,66520,DATE,1
380,a number of years ago,66522,66543,DATE,1
381,the War,66609,66616,EVENT,1
382,a few weeks,66627,66638,DATE,1
383,Venice,66642,66648,GPE,1
384,Venetian,66687,66695,NORP,1
385,Nuns,66974,66978,ORG,1
386,dusk,67121,67125,TIME,1
387,Nuns,67551,67555,ORG,1
388,Hamlet,67795,67801,ORG,1
389,Religion,67881,67889,PRODUCT,1
390,Evening Star,67969,67981,PERSON,1
391,one morning,68930,68941,TIME,1
392,three,69055,69060,CARDINAL,1
393,Roses,69346,69351,PERSON,1
394,last year 's,69400,69412,DATE,1
395,Oxford Poets,69413,69425,ORG,1
396,Moon,69472,69476,PERSON,1
397,Knightsbridge,69480,69493,GPE,1
398,a much later epoch,69620,69638,DATE,1
399,Greece,69657,69663,GPE,1
400,Rome,69668,69672,GPE,1
401,Moon,69963,69967,PERSON,1
402,backbitings,70334,70345,PERSON,1
403,bigamies,70347,70355,PERSON,1
404,Charing Cross,70815,70828,ORG,1
405,yesterday,70910,70919,DATE,1
406,Sussex,70941,70947,GPE,1
407,morning,71142,71149,TIME,1
408,South Coast,71196,71207,LOC,1
409,Paradise,71272,71280,LOC,1
410,Brighton,71292,71300,GPE,1
411,Southsea,71329,71337,GPE,1
412,Sidmouth,71372,71380,GPE,1
413,Worthing,71499,71507,GPE,1
414,Bliss,71538,71543,ORG,1
415,St Peter Port,71584,71597,FAC,1
416,the Channel Islands,71611,71630,LOC,1
417,Weymouth,71714,71722,GPE,1
418,London,71752,71758,GPE,1
419,Shelley 's Skylark,72032,72050,WORK_OF_ART,1
420,the Lake Poets,72167,72181,ORG,1
421,brooks,72288,72294,ORG,1
422,London,72319,72325,GPE,1
423,evening,72482,72489,TIME,1
424,dawn,72509,72513,TIME,1
425,Greenfinch,72577,72587,PERSON,1
426,Terrors,72921,72928,ORG,1
427,the day,73115,73122,DATE,1
428,one,73558,73561,CARDINAL,1
429,Persia,73658,73664,LOC,1
430,Private Property,73884,73900,ORG,1
431,Society,73920,73927,ORG,1
432,Church,73945,73951,ORG,1
433,Law,73971,73974,PERSON,1
434,one,74147,74150,CARDINAL,1
435,the Hanbury-Belchers,74379,74399,ORG,1
436,the Hanbury-Belchers,74466,74486,ORG,1
437,one,74571,74574,CARDINAL,1
438,two,75431,75434,CARDINAL,1
439,nineteen miles,75840,75854,QUANTITY,1
440,Solar Systems,76067,76080,ORG,1
441,Universe,76658,76666,ORG,1
442,morning,77117,77124,TIME,1
443,Moon,77252,77256,PERSON,1
444,moony,77284,77289,PERSON,1
445,sublunary,77365,77374,PRODUCT,1
446,earth,77415,77420,LOC,1
447,Garden Party,77460,77472,ORG,1
448,Turnbull,77725,77733,PERSON,1
449,England,77858,77865,GPE,1
450,Mary Queen,77965,77975,PERSON,1
451,Scots,77979,77984,NORP,1
452,Winter,78134,78140,DATE,1
453,three o'clock in the morning,78144,78172,TIME,1
454,earth,78269,78274,LOC,1
455,Central Europe,78295,78309,LOC,1
456,China,78338,78343,GPE,1
457,Copenhagen,78412,78422,GPE,1
458,Rumbal,78504,78510,PERSON,1
459,Siamese,78678,78685,LANGUAGE,1
460,Rumbal,78731,78737,PERSON,1
461,that afternoon,78899,78913,TIME,1
462,one,79179,79182,CARDINAL,1
463,Tariff Reform or Table,79524,79546,LAW,1
464,Shakespeare,79567,79578,PERSON,1
465,Disestablishment,79580,79596,PERSON,1
466,Anti-Vivisection,79611,79627,ORG,1
467,denunciatory,79745,79757,PERSON,1
468,Gladstone,80424,80433,GPE,1
469,summer,80767,80773,DATE,1
470,one,80826,80829,CARDINAL,1
471,Jupiter,80987,80994,LOC,1
472,Gibbon,81323,81329,PERSON,1
473,the Great Pyramid,81954,81971,ORG,1
474,Modern History,82013,82027,ORG,1
475,Egypt,82077,82082,GPE,1
476,one night,82127,82136,TIME,1
477,Moon,82213,82217,PERSON,1
478,LUTON,82381,82386,ORG,1
479,half,82416,82420,CARDINAL,1
480,yew,82678,82681,GPE,1
481,Eighteenth-Century,82885,82903,DATE,1
482,the Duchesses and Beauties,82913,82939,FAC,1
483,English Society,83026,83041,EVENT,1
484,the Evening Service,83334,83353,ORG,1
485,Egypt,83697,83702,GPE,1
486,Sabbaths,84206,84214,DATE,1
487,the Evening,84331,84342,TIME,1
488,Bible,84531,84536,WORK_OF_ART,1
489,Hebrew,84610,84616,LANGUAGE,1
490,Oriental,84637,84645,NORP,1
491,Bashan,84909,84915,PERSON,1
492,third,85359,85364,ORDINAL,1
493,fourth,85369,85375,ORDINAL,1
494,Cedar,85521,85526,LOC,1
495,Lebanon,85530,85537,GPE,1
496,half,85903,85907,CARDINAL,1
497,half,86497,86501,CARDINAL,1
498,a calm night,86570,86582,TIME,1
499,Stars,86600,86605,WORK_OF_ART,1
500,Creation,86635,86643,ORG,1
501,Kant,86837,86841,PERSON,1
502,the Starry Heavens and the Moral Law,86892,86928,WORK_OF_ART,1
503,the Unity of Being,87104,87122,ORG,1
504,night,87670,87675,TIME,1
505,Moon,87714,87718,PERSON,1
506,Star,87897,87901,ORG,1
507,Epicurus,88470,88478,ORG,1
508,Materialist,88488,88499,NORP,1
509,Idealist,88526,88534,NORP,1
510,first,88551,88556,ORDINAL,1
511,Times,88643,88648,ORG,1
512,afternoon,88735,88744,TIME,1
513,one day,89115,89122,DATE,1
