,name,start_pos,end_pos,tag,score
92,Italian,9162,9169,NORP,1
93,Cathy,9406,9411,PERSON,1
94,nine,9462,9466,CARDINAL,1
95,three,10144,10149,CARDINAL,1
96,Cathy,10617,10622,PERSON,1
97,Spain,11231,11236,GPE,1
98,MERCEDES,11280,11288,ORG,1
99,San Bernardino,11335,11349,GPE,1
100,days,11469,11473,DATE,1
101,Indians,11530,11537,NORP,1
102,Fort,11574,11578,FAC,1
103,the first day,11589,11602,DATE,1
104,Buffalo Bill,11702,11714,PERSON,1
105,forty-eight hours,11780,11797,TIME,1
106,Indian,11802,11808,NORP,1
107,Thunder-Bird,11846,11858,ORG,1
108,Christian,12207,12216,NORP,1
109,Indian,12504,12510,NORP,1
110,Indians,12525,12532,NORP,1
111,Thunder-Bird,12569,12581,WORK_OF_ART,1
112,Indian,12620,12626,NORP,1
113,firebug,12642,12649,ORG,1
114,Times,12677,12682,ORG,1
115,summer night,12714,12726,TIME,1
116,George,12916,12922,PERSON,1
117,George,13038,13044,PERSON,1
118,George,13095,13101,PERSON,1
119,Buffalo Bill,13148,13160,PERSON,1
120,Cathy,13167,13172,PERSON,1
121,first,13173,13178,ORDINAL,1
122,Buffalo Bill,13214,13226,PERSON,1
123,Major Fuller,13256,13268,PERSON,1
124,Five Forks,13273,13283,PERSON,1
125,the Clayton Hills,13291,13308,LOC,1
126,mid-afternoon,13313,13326,TIME,1
127,half an hour,13411,13423,TIME,1
128,just a minute or two,13495,13515,TIME,1
129,four whole minutes,13801,13819,TIME,1
130,as much as two minutes,14032,14054,TIME,1
131,Buffalo Bill,14118,14130,PERSON,1
132,"Wait for me, Boy",14240,14256,WORK_OF_ART,1
133,nine feet,14544,14553,QUANTITY,1
134,half an hour,14771,14783,TIME,1
135,Cathy,14843,14848,PERSON,1
136,Soldier Boy,14865,14876,WORK_OF_ART,1
137,Indians,15519,15526,NORP,1
138,hundreds and hundreds and hundreds,15907,15941,CARDINAL,1
139,Thomas,16016,16022,PERSON,1
140,first,16202,16207,ORDINAL,1
141,Thomas,16366,16372,PERSON,1
142,Buffalo Bill,16557,16569,PERSON,1
143,Thunder-Bird,16575,16587,ORG,1
144,Mammy Dorcas,16593,16605,PERSON,1
145,Soldier Boy,16611,16622,PERSON,1
146,Shekels,16628,16635,PERSON,1
147,Potter,16641,16647,PERSON,1
148,Sour-Mash,16653,16662,ORG,1
149,The very first day,16725,16743,DATE,1
150,Buffalo Bill,16787,16799,PERSON,1
151,Soldier Boy to Thunder-Bird 's,16811,16841,WORK_OF_ART,1
152,White Cloud 's,16900,16914,ORG,1
153,next day,16939,16947,DATE,1
154,four or five miles,16965,16983,QUANTITY,1
155,Indian,17058,17064,NORP,1
156,Indians,17534,17541,NORP,1
157,one,18038,18041,CARDINAL,1
158,Sunday,18257,18263,DATE,1
159,eagle,18414,18419,ORG,1
160,Indian,18602,18608,NORP,1
161,next day,18676,18684,DATE,1
162,Plains,18719,18725,LOC,1
163,four miles,18727,18737,QUANTITY,1
164,Indians,18801,18808,NORP,1
165,White Cloud,18853,18864,ORG,1
166,four days,18947,18956,DATE,1
167,every day,19141,19150,DATE,1
168,Soldier Boy,19249,19260,PERSON,1
169,four,19502,19506,CARDINAL,1
170,Jerusalem,19646,19655,GPE,1
171,Australia,19659,19668,GPE,1
172,the Seventh Cavalry,19720,19739,ORG,1
173,the first few days,19802,19820,DATE,1
174,CATHY,20106,20111,PERSON,1
175,P. S.,20114,20119,PERSON,1
176,the Seventh Cavalry,20133,20152,ORG,1
177,Ninth Dragoons,20157,20171,ORG,1
178,hundreds of miles,20379,20396,QUANTITY,1
179,more than eighteen hundred,20574,20600,CARDINAL,1
180,the Seventh Cavalry,20762,20781,ORG,1
181,the Ninth Dragoons,20844,20862,ORG,1
182,Seventh,21746,21753,ORDINAL,1
183,several weeks ago,22207,22224,DATE,1
184,Cathy,22381,22386,PERSON,1
185,the Seventh Cavalry,22458,22477,ORG,1
186,the Ninth Dragoons,22502,22520,ORG,1
187,U. S. A.,22575,22583,PERSON,1
188,F. L.,22682,22687,PERSON,1
189,C. G.,22710,22715,PERSON,1
190,Cathy,22960,22965,PERSON,1
191,one,23105,23108,CARDINAL,1
192,Cathy,23348,23353,PERSON,1
193,BB,23671,23673,ORG,1
194,Buffalo,23701,23708,GPE,1
195,Bill,23709,23713,PERSON,1
196,seventeen,23767,23776,CARDINAL,1
197,twenty-two,23808,23818,CARDINAL,1
198,West Point,24356,24366,LOC,1
199,Mammy Dorcas,24944,24956,PERSON,1
200,Dorcas,25029,25035,PERSON,1
201,Dorcas,25052,25058,PERSON,1
202,George,25068,25074,PERSON,1
203,Cathy,25080,25085,PERSON,1
204,George,25089,25095,PERSON,1
205,Dorcas,25144,25150,PERSON,1
206,Dorcas,25224,25230,PERSON,1
207,Virginia,25277,25285,GPE,1
208,San Bernardino,25526,25540,GPE,1
209,Cathy,25562,25567,PERSON,1
210,one,25602,25605,CARDINAL,1
211,Cathy,25715,25720,PERSON,1
212,five minutes,25763,25775,TIME,1
213,Dorcas,25830,25836,PERSON,1
214,George,25862,25868,PERSON,1
215,thirteen years,25969,25983,DATE,1
216,Cathy,26085,26090,PERSON,1
217,Dorcas,26098,26104,PERSON,1
218,Catholic,26117,26125,NORP,1
219,America,26129,26136,GPE,1
220,Dorcas,26214,26220,PERSON,1
221,Dorcas,26273,26279,PERSON,1
222,Cathy,26347,26352,PERSON,1
223,Cathy,26394,26399,PERSON,1
224,one,26419,26422,CARDINAL,1
225,ONE,26985,26988,CARDINAL,1
226,one,27023,27026,CARDINAL,1
227,shet,27039,27043,PERSON,1
228,Dorcas,27205,27211,PERSON,1
229,Marse Tom,27300,27309,PERSON,1
230,Injun,27413,27418,ORG,1
231,two,27731,27734,CARDINAL,1
232,half,27776,27780,CARDINAL,1
233,forty,27804,27809,CARDINAL,1
234,one,27856,27859,CARDINAL,1
235,Marse Tom,28327,28336,PERSON,1
236,one,28344,28347,CARDINAL,1
237,two days,28721,28729,DATE,1
238,Cathy,29244,29249,PERSON,1
239,yesterday,29530,29539,DATE,1
240,Cathy,29562,29567,PERSON,1
241,Cathy,29607,29612,PERSON,1
242,Cathy,29652,29657,PERSON,1
243,fourteen,29741,29749,CARDINAL,1
244,fifteen minutes,29759,29774,TIME,1
245,"‘ Please, mammy",29911,29926,WORK_OF_ART,1
246,Marse Tom,29996,30005,PERSON,1
247,Marse Tom,30394,30403,PERSON,1
248,this retort:“Marse Tom,30620,30642,PERSON,1
249,Dorcas,30926,30932,PERSON,1
250,Two weeks ago,31229,31242,DATE,1
251,Spain,31990,31995,GPE,1
252,Cid,32095,32098,PRODUCT,1
253,George Washington,32117,32134,PERSON,1
254,American,32263,32271,NORP,1
255,Spaniard,32307,32315,NORP,1
256,Spaniard,32446,32454,NORP,1
257,Spain,32517,32522,GPE,1
258,France,32603,32609,GPE,1
259,Spaniard,32637,32645,NORP,1
260,Mercedes,32671,32679,ORG,1
261,Spain,32796,32801,GPE,1
262,Spaniard,32841,32849,NORP,1
263,War Office,32940,32950,ORG,1
264,LASS,34009,34013,PERSON,1
265,this morning,34314,34326,TIME,1
266,Cathy,34330,34335,PERSON,1
267,Cuba,34378,34382,GPE,1
268,English,34525,34532,LANGUAGE,1
269,English,34623,34630,LANGUAGE,1
270,Indian,35408,35414,NORP,1
271,Salt Lake,35497,35506,GPE,1
272,Hank Butters - -,35726,35742,PERSON,1
273,White Cloud 's,35871,35885,ORG,1
274,Blake Haskins,35932,35945,PERSON,1
275,Buffalo,35978,35985,GPE,1
276,Bill,35986,35990,PERSON,1
277,more than one,36067,36080,CARDINAL,1
278,thirteen,36217,36225,CARDINAL,1
279,Mexican,36746,36753,NORP,1
280,first,36912,36917,ORDINAL,1
281,two million years,36954,36971,DATE,1
282,three thousand miles,37196,37216,QUANTITY,1
283,Buffalo Bill 's,37737,37752,PERSON,1
284,Canadian,37775,37783,NORP,1
285,Arizona,37809,37816,GPE,1
286,the Great Plains,37850,37866,LOC,1
287,Sierra,37892,37898,ORG,1
288,Catherine,38112,38121,PERSON,1
289,Corporal-General Seventh Cavalry,38123,38155,ORG,1
290,U. S. A.,38192,38200,PERSON,1
291,Spanish,38273,38280,NORP,1
292,Verily,38547,38553,WORK_OF_ART,1
293,four or five weeks,38772,38790,DATE,1
294,every day,38903,38912,DATE,1
295,a day,39005,39010,DATE,1
296,Seventeen,39081,39090,CARDINAL,1
297,Three,39135,39140,CARDINAL,1
298,fourteen,39148,39156,CARDINAL,1
299,steeplechase,39190,39202,PRODUCT,1
300,four,39209,39213,CARDINAL,1
301,first,39244,39249,ORDINAL,1
302,half,39275,39279,CARDINAL,1
303,Bill,39359,39363,PERSON,1
304,unright,39583,39590,PERSON,1
305,about thirty feet,39869,39886,QUANTITY,1
306,a mile,40376,40382,QUANTITY,1
307,seventeen,41234,41243,CARDINAL,1
308,Half,41328,41332,CARDINAL,1
309,BB,42028,42030,ORG,1
310,Take Soldier Boy,42081,42097,WORK_OF_ART,1
311,two months and more ago,42238,42261,DATE,1
312,the Corporal-General Seventh Cavalry,42304,42340,ORG,1
313,the Ninth Dragoons,42364,42382,ORG,1
314,Sixteen,42488,42495,DATE,1
315,Battalion Rocky Mountain Rangers,42521,42553,ORG,1
316,U. S. A.,42555,42563,PERSON,1
317,Lieutenant-General,42615,42633,ORG,1
318,Bugler,42638,42644,PERSON,1
319,Indians,42762,42769,NORP,1
320,the first day,42849,42862,DATE,1
321,Every morning,42864,42877,TIME,1
322,an hour,43039,43046,TIME,1
323,one,43127,43130,CARDINAL,1
324,Fort Fanny Marsh,43779,43795,FAC,1
325,Tommy Drake,43812,43823,PERSON,1
326,Seventh,43848,43855,ORDINAL,1
327,Dragoons,43860,43868,PRODUCT,1
328,Tommy,43879,43884,PERSON,1
329,fifteen,43915,43922,CARDINAL,1
330,Battalion,43945,43954,FAC,1
331,Fanny Marsh,43956,43967,PERSON,1
332,thirteen,44016,44024,CARDINAL,1
333,Captain Marsh,44045,44058,PERSON,1
334,Seventh Cavalry,44071,44086,ORG,1
335,Alison,44107,44113,PERSON,1
336,about nine and a half,44162,44183,CARDINAL,1
337,three-quarters,44187,44201,CARDINAL,1
338,the Middle Ages,44345,44360,DATE,1
339,one,44525,44528,CARDINAL,1
340,Injuns,45067,45073,ORG,1
341,night,45194,45199,TIME,1
342,two miles,45684,45693,QUANTITY,1
343,good-night,45818,45828,TIME,1
344,the Lieutenant-General,46834,46856,ORG,1
345,Rocky Mountain Rangers,47346,47368,ORG,1
346,early - morning,47584,47599,TIME,1
347,Dorcas,47712,47718,PERSON,1
348,the Lieutenant-General,47778,47800,ORG,1
349,Alison,47827,47833,PERSON,1
350,Shekels,47915,47922,PERSON,1
351,Seventh Cavalry,48046,48061,ORG,1
352,Potter,48906,48912,PERSON,1
353,Potter,48914,48920,PERSON,1
354,Dane,48934,48938,PERSON,1
355,Potter,48940,48946,PERSON,1
356,Years ago,49891,49900,DATE,1
357,Philadelphia Institute,49917,49939,ORG,1
358,whatsyourname,50682,50695,PERSON,1
359,White Cloud 's,50992,51006,ORG,1
360,Thunder-Bird 's,51015,51030,ORG,1
361,Seventh Cavalry 's,51178,51196,ORG,1
362,the morning twilight,51837,51857,TIME,1
363,a minute,51989,51997,TIME,1
364,Mexican,52282,52289,NORP,1
365,first,52400,52405,ORDINAL,1
366,Plantigrade,53208,53219,GPE,1
367,Potter,53693,53699,PERSON,1
368,Mexican,53885,53892,NORP,1
369,Stick,54157,54162,FAC,1
370,BB,54307,54309,ORG,1
371,Medicine Bow,54343,54355,PRODUCT,1
372,first,54877,54882,ORDINAL,1
373,Fort Clayton,54974,54986,GPE,1
374,day,54987,54990,DATE,1
375,one,55013,55016,CARDINAL,1
376,BB,55183,55185,ORG,1
377,Seventh,55227,55234,ORDINAL,1
378,Four miles,55344,55354,QUANTITY,1
379,Fort Clayton,55371,55383,FAC,1
380,Thorndike,55459,55468,PERSON,1
381,the United States,55574,55591,GPE,1
382,BB,55723,55725,ORG,1
383,Rangers,55937,55944,ORG,1
384,hours,55979,55984,TIME,1
385,Fanny Marsh,56033,56044,PERSON,1
386,about three hours,56121,56138,TIME,1
387,the middle of the afternoon,56171,56198,TIME,1
388,Jimmy Slade,56212,56223,PERSON,1
389,Buffalo Bill,56351,56363,PERSON,1
390,Clayton,56410,56417,GPE,1
391,Thorndike,56423,56432,PERSON,1
392,Bill,56449,56453,PERSON,1
393,Thorndike,56476,56485,PERSON,1
394,Sergeant Wilkes,56522,56537,PERSON,1
395,six,56542,56545,CARDINAL,1
396,two hours ago,56573,56586,TIME,1
397,hotfoot,56588,56595,ORG,1
398,Bill,56604,56608,PERSON,1
399,‘ GO,56629,56633,WORK_OF_ART,1
400,four hours,56736,56746,TIME,1
401,"Kiss me, Soldier",57576,57592,WORK_OF_ART,1
402,The Lieutenant-General,58219,58241,ORG,1
403,the Rocky Mountain Rangers,58259,58285,ORG,1
404,Rangers,58369,58376,ORG,1
405,Rangers,58594,58601,ORG,1
406,an hour,58780,58787,TIME,1
407,the next hour,59144,59157,TIME,1
408,first,59208,59213,ORDINAL,1
409,all night,59380,59389,TIME,1
410,midnight,59410,59418,TIME,1
411,"Kiss me, Soldier",59542,59558,WORK_OF_ART,1
412,Spain,59651,59656,GPE,1
413,an hour,59781,59788,TIME,1
414,Pomp,59864,59868,PERSON,1
415,Caesar,59873,59879,PERSON,1
416,Jerry,59884,59889,PERSON,1
417,Buffalo Bill,59957,59969,PERSON,1
418,Blake Haskins 's,60042,60058,PERSON,1
419,Buffalo Bill,60086,60098,PERSON,1
420,Thorndike,60103,60112,PERSON,1
421,Buffalo Bill,60173,60185,PERSON,1
422,Buffalo Bill 's,60526,60541,ORG,1
423,BB,61013,61015,ORG,1
424,three,61052,61057,CARDINAL,1
425,BB,61142,61144,ORG,1
426,Alison,61234,61240,PERSON,1
427,Spaniard,61406,61414,NORP,1
428,a minute,61508,61516,TIME,1
429,march,61636,61641,DATE,1
430,Brick,61736,61741,PERSON,1
431,more than a thousand,61769,61789,CARDINAL,1
432,God,61867,61870,PERSON,1
433,Marse Tom,61918,61927,PERSON,1
434,Betwixt,61929,61936,PERSON,1
435,Shekels,61946,61953,PERSON,1
436,Cid,61984,61987,PRODUCT,1
437,The Cid?,61993,62001,WORK_OF_ART,1
438,Captain Marsh,62044,62057,PERSON,1
439,Sour-Mash,62106,62115,ORG,1
440,Sardanapalus,62134,62146,PERSON,1
441,Potter,62230,62236,PERSON,1
442,Soldier Boy,62281,62292,PERSON,1
443,Marse Tom,62446,62455,PERSON,1
444,BB,63241,63243,ORG,1
445,Injuns,63265,63271,NORP,1
446,Sometimes Potter,63361,63377,WORK_OF_ART,1
447,Marse Tom,63507,63516,PERSON,1
448,Marse Tom,63707,63716,PERSON,1
449,Marse Tom,63812,63821,PERSON,1
450,Christian,64009,64018,NORP,1
451,Marse Tom,64128,64137,PERSON,1
452,Shekels,64184,64191,PERSON,1
453,Dorcas,64701,64707,PERSON,1
454,Marse Tom,64743,64752,PERSON,1
455,yesterday,64776,64785,DATE,1
456,Dorcas,65002,65008,PERSON,1
457,two or three,65025,65037,CARDINAL,1
458,One,65046,65049,CARDINAL,1
459,Marse Tom,65101,65110,PERSON,1
460,Marse Tom,65461,65470,PERSON,1
461,Marse Tom,65818,65827,PERSON,1
462,Dorcas,66050,66056,PERSON,1
463,Marse Tom,66229,66238,PERSON,1
464,Marse Tom,66444,66453,PERSON,1
465,Rangers,66880,66887,ORG,1
466,Marse Tom,66969,66978,PERSON,1
467,Dorcas,67144,67150,PERSON,1
468,Marse Tom,67202,67211,PERSON,1
469,Dorcas,67816,67822,PERSON,1
470,Marse Tom,67875,67884,PERSON,1
471,Dorcas,68038,68044,PERSON,1
472,Dorcas,68245,68251,PERSON,1
473,Marse Tom,68298,68307,PERSON,1
474,Marse Tom,68366,68375,PERSON,1
475,Marse Tom,68454,68463,PERSON,1
476,first,68618,68623,ORDINAL,1
477,Marse Tom,68625,68634,PERSON,1
478,BB,68740,68742,ORG,1
479,the day,68759,68766,DATE,1
480,this morning,68786,68798,TIME,1
481,Tommy Drake,68864,68875,PERSON,1
482,Agnes Frisbie,68899,68912,PERSON,1
483,un,69103,69105,ORG,1
484,Marse Tom,69271,69280,PERSON,1
485,Marse Tom,69555,69564,PERSON,1
486,Dorcas,69640,69646,PERSON,1
487,European,70022,70030,NORP,1
488,Dorcas,70263,70269,PERSON,1
489,Dorcas,71144,71150,PERSON,1
490,Marse Tom,71365,71374,PERSON,1
491,Marse Tom,71588,71597,PERSON,1
492,Soldier Boy,71630,71641,PERSON,1
493,Thorndike,71853,71862,PERSON,1
494,Buffalo Bill,71927,71939,PERSON,1
495,Blake Haskins,71958,71971,PERSON,1
496,a few months,71984,71996,DATE,1
497,half,72039,72043,CARDINAL,1
498,first,72101,72106,ORDINAL,1
499,a gaudy morning,72129,72144,TIME,1
500,Thorndike,72167,72176,PERSON,1
501,Andalusian,72184,72194,NORP,1
502,Andalusian,72235,72245,NORP,1
503,Oregonian,72250,72259,GPE,1
504,Antonio,72261,72268,GPE,1
505,Andalusian,72352,72362,NORP,1
506,Don,72450,72453,PERSON,1
507,Sancho,72460,72466,PERSON,1
508,Andalusian,72488,72498,NORP,1
509,Ceylon,72600,72606,GPE,1
510,Antonio,72769,72776,PERSON,1
511,Plains,72817,72823,LOC,1
512,Rockies,72832,72839,LOC,1
513,More than thirteen years,72844,72868,DATE,1
514,Spain,73107,73112,GPE,1
515,Seventh,73142,73149,ORDINAL,1
516,Spanish,73342,73349,NORP,1
517,Spain,73398,73403,GPE,1
518,Antonio,73603,73610,PERSON,1
519,two,73621,73624,CARDINAL,1
520,One,73656,73659,CARDINAL,1
521,Missouri,73711,73719,GPE,1
522,Antonio,73876,73883,GPE,1
523,first,74067,74072,ORDINAL,1
524,Sunday,74137,74143,DATE,1
525,afternoon,74144,74153,TIME,1
526,Chinese,74393,74400,NORP,1
527,Thorndike,74551,74560,PERSON,1
528,twelve thousand,74633,74648,CARDINAL,1
529,one,74659,74662,CARDINAL,1
530,one,74678,74681,CARDINAL,1
531,American,74939,74947,NORP,1
532,English,74978,74985,NORP,1
533,German,75016,75022,NORP,1
534,French,75030,75036,NORP,1
535,Spaniards,75092,75101,NORP,1
536,one,75190,75193,CARDINAL,1
537,six thousand,75370,75382,CARDINAL,1
538,Thorndike,75768,75777,PERSON,1
539,The great gate,75910,75924,FAC,1
540,the day,76023,76030,DATE,1
541,march,76142,76147,DATE,1
542,the bull-gate,76220,76233,FAC,1
543,picador,76744,76751,ORG,1
544,picador,76834,76841,PERSON,1
545,picador,76891,76898,PERSON,1
546,banderillos,77205,77216,PERSON,1
547,dodge,77306,77311,ORG,1
548,house,77376,77381,ORG,1
549,that day,77522,77530,DATE,1
550,one,77706,77709,CARDINAL,1
551,two,77965,77968,CARDINAL,1
552,third,78024,78029,ORDINAL,1
553,Antonio,78622,78629,PERSON,1
554,matador,78902,78909,ORG,1
555,Antonio,79226,79233,PERSON,1
556,a year,79287,79293,DATE,1
557,hough,79561,79566,PERSON,1
558,Antonio,79917,79924,PERSON,1
559,Sage-Brush,79981,79991,WORK_OF_ART,1
560,Sage-Brush,80321,80331,PERSON,1
561,Sunday,80631,80637,DATE,1
562,Sage-Brush,80708,80718,PRODUCT,1
563,SPAIN,80861,80866,GPE,1
564,Rockies,80933,80940,LOC,1
565,the Black Hills,80945,80960,FAC,1
566,the Great Plains,80985,81001,LOC,1
567,Missouri,81026,81034,GPE,1
568,Cathy,81157,81162,PERSON,1
569,Dorcas,81168,81174,PERSON,1
570,Soldier Boy,81180,81191,GPE,1
571,Spain,81231,81236,GPE,1
572,Cathy,81249,81254,PERSON,1
573,Spain,81405,81410,GPE,1
574,two,81456,81459,CARDINAL,1
575,Mercedes,81462,81470,ORG,1
576,Cathy,81475,81480,PERSON,1
577,Spanish,81555,81562,NORP,1
578,Cathy,81638,81643,PERSON,1
579,Spain,81670,81675,GPE,1
580,Dorcas,81690,81696,PERSON,1
581,Dorcas,81708,81714,PERSON,1
582,Soldier Boy,81960,81971,GPE,1
583,Spain,81975,81980,GPE,1
584,Cathy,82016,82021,PERSON,1
585,half,82064,82068,CARDINAL,1
586,Dorcas,82258,82264,PERSON,1
587,America,82280,82287,GPE,1
588,the early morning,82361,82378,TIME,1
589,Cathy,82427,82432,PERSON,1
590,the Rocky Mountain Rangers,82468,82494,ORG,1
591,Shekels,82496,82503,PERSON,1
592,Cid,82523,82526,LOC,1
593,Sardanapalus,82532,82544,LOC,1
594,Potter,82550,82556,PERSON,1
595,"Sour-Mash, Famine",82575,82592,ORG,1
596,Cathy,82614,82619,PERSON,1
597,Seventh,82822,82829,ORDINAL,1
598,Seventh,82881,82888,ORDINAL,1
599,Cathy,83089,83094,PERSON,1
600,Cathy,83479,83484,PERSON,1
601,General Burnaby,83746,83761,ORG,1
602,Cathy,83784,83789,PERSON,1
603,Cathy,83964,83969,PERSON,1
604,Cathy,84271,84276,PERSON,1
605,Standard,84522,84530,ORG,1
606,Georgia,84621,84628,GPE,1
607,"Tramp, tramp, tramp",84847,84866,WORK_OF_ART,1
608,TAPS,84988,84992,WORK_OF_ART,1
609,Good-bye,85027,85035,WORK_OF_ART,1
610,Cathy,85322,85327,PERSON,1
611,"tune,“Oh",85374,85382,CARDINAL,1
612,Johnny,85416,85422,PERSON,1
613,Johnny,85482,85488,PERSON,1
614,Dixie,85542,85547,WORK_OF_ART,1
615,two,85928,85931,CARDINAL,1
616,Cathy,86000,86005,PERSON,1
617,Rangers,86029,86036,ORG,1
618,White Cloud,86109,86120,ORG,1
619,Buffalo Bill,86173,86185,PERSON,1
620,four,86190,86194,CARDINAL,1
621,Three miles,86215,86226,QUANTITY,1
622,Plains,86240,86246,LOC,1
623,half an hour,86387,86399,TIME,1
624,A Day Later,86592,86603,DATE,1
625,Soldier Boy,86605,86616,PERSON,1
626,last night,86628,86638,TIME,1
627,Cathy,86640,86645,PERSON,1
628,Mercedes,86699,86707,ORG,1
629,Spain,86774,86779,GPE,1
630,five months,86990,87001,DATE,1
631,six,87012,87015,CARDINAL,1
632,day,87132,87135,DATE,1
633,yesterday,87143,87152,DATE,1
634,last day,87197,87205,DATE,1
635,two,87743,87746,CARDINAL,1
636,twelve,87831,87837,CARDINAL,1
637,some days,88075,88084,DATE,1
638,the Great Plains,88322,88338,LOC,1
639,"say,“It",88851,88858,PERSON,1
640,two,89496,89499,CARDINAL,1
641,Cathy,90049,90054,PERSON,1
642,one,90340,90343,CARDINAL,1
643,BB,91095,91097,ORG,1
644,Potter,91102,91108,PERSON,1
645,Cathy,91483,91488,PERSON,1
